company_id,company_name,average_rating,num_review,city,type,num_employee,country,working_day,OT,overview,expertise,benifit,logo_link
evn-spcit,EVN SPCIT,,Reviews,"Tan Phu, Ho Chi Minh",Outsourcing,51-150,Vietnam,Monday - Friday,Extra days off for OT,"Công ty Công nghệ thông tin Điện lực miền Nam là đơn vị trực thuộc Tổng công ty Điện lực miền Nam thực hiện công tác phục vụ công nghệ thông tin bao gồm: xây dựng, triển khai các phần mềm dùng chung; quản trị hệ thống cơ sở dữ liệu; quản lý hệ thống thu thập và khai thác dữ liệu đo ghi từ xa; vận hành hệ thống mạng công nghệ thông tin, mạng viễn thông dùng riêng; bảo trì thiết bị CNTT cho Cơ quan Tổng công ty Điện lực miền Nam (tại TPHCM) và 21 Công ty Điện lực tỉnh từ Ninh Thuận đến Cà Mau (trừ TPHCM).

Tên đơn vị: 
Công ty Công nghệ thông tin Điện lực miền Nam


Tên giao dịch: 
Southern Power Information Technology Company


Địa chỉ: Tầng 10, tòa nhà EVN SPC, số 16 Âu Cơ, P.Tân Sơn Nhì, Q.Tân Phú, TP HCM.

Điện thoại: 028-2220.0220   Fax: 028.3810.9868",,"Mức lương theo quy chế Tổng công ty Điện lực miền Nam và Tập đoàn Điện lực Việt Nam, thưởng theo năng lực..


Làm việc trong môi trường hiện đại, năng động, bình đẳng, phát huy tối đa khả năng chủ động và sáng tạo.


Được đào tạo cập nhật nâng cao kiến thức phục vụ cho công việc.


Các chế độ BHXH, BHYT, BHTN theo quy định của nhà nước.


Hưởng đầy đủ các chế độ theo Bộ luật lao động hiện hành",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMzh0REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e2846d1e40e00eeef4ce11bfb4c824846d78a70d/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--0ee2142826455db8f2c2c0595c4fa369c30c09c8/evn-spcit-logo.jpg
vnetgps,VNETGPS,,Reviews,"Bac Tu Liem, Ha Noi",Product,1-50,Vietnam,Monday - Friday,No OT,"Công ty Cổ Phần Công Nghệ Điện Tử &amp; Viễn Thông Việt Nam được thành lập từ năm 2010 với tên giao dịch quốc tế là: Viet Nam Electronics and Telecommunications Technology Joint Stock Company (viết tắt : VNET). Hoạt động chính của VNET là nghiên cứu phát triển, sản xuất và phân phối các sản phẩm công nghệ chất lượng cao; tư vấn và triển khai các giải pháp chuyên nghiệp trong lĩnh vực truyền thông không dây nói riêng và công nghiệp điện tử nói chung mang thương hiệu Việt.",,"Chế độ lương thưởng hấp dẫn, đánh giá xét tăng lương theo năng lực làm việc từ 1 đến 2 lần/ năm


Cơ hội được đào tạo ngắn và dài hạn do công ty tổ chức


Môi trường làm việc năng động, sáng tạo, nhiều thử thách, phát huy tối đa sở trường.


Cung cấp đầy đủ trang thiết bị hiện đại, laptop, máy tính cá nhân... cần thiết để nâng cao hiệu quả làm việc.


Nghỉ mát hàng năm, Team Building, hoạt động nội bộ Công ty sôi nổi, hấp dẫn.


Khám sức khỏe định kỳ hàng năm


Phụ cấp ăn trưa


Được hưởng đầy đủ các chế độ phúc lợi xã hội do luật Lao động quy định và chế độ riêng dành cho CBNV Công ty.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOVUzREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--02017e55a9ae2d2a8818923537352be5ae209b62/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/vnetgps-logo.png
zinza-technology,Zinza Technology,4.7,3 Reviews,"Cau Giay, Ha Noi",Outsourcing,51-150,Vietnam,Monday - Friday,No OT,"Công ty được thành lập bởi các founder đã có nhiều năm kinh nghiệm làm việc với khách hàng Nhật Bản, có khát khao áp dụng các công nghệ tri thức mới, đem lại giá trị cho khách hàng và nâng cao năng lực công nghệ cho nhân viên.
Sứ mệnh: Công ty ZINZA ra đời mang sứ mệnh cung cấp dịch vụ gia công phần mềm hoàn hảo và có hiệu quả năng suất nhất cho khách hàng, mang đến cho khách hàng sự tin tưởng tuyệt đối khi đặt niềm tin vào công ty chúng tôi. Bên cạnh đó chúng tôi còn quan tâm tới việc nghiên cứu và phát triển các loại hình công nghệ mới. Chúng tôi luôn ở đây với tinh thần, trách nghiệm, trình độ chuyên môn cao. Hãy khám phá ZINZA để thấy chúng tôi là ai và chúng tôi làm được những gì cho các bạn.",,"CHẾ ĐỘ ĐÃI NGỘ


Chế độ nhân sự dành cho nhân viên chính thức trong công ty ZinZa Technology hiện tại như sau:



Công ty cung cấp thiết bị làm việc cho toàn bộ nhân viên


Join vào dự án ODC. Khi join dự án bắt đầu từ tháng thứ 4 trở lên:


Trợ cấp ODC (team leader): 1M/tháng.


Trợ cấp ODC (member): 700k/tháng






Trợ cấp tiếng Nhật, và các chứng chỉ IT liên quan (hình thức: trợ cấp hàng tháng, tăng lương…)


Thưởng thâm niên cho các nhân sự làm việc tại công ty từ 2 năm trở lên. Mức thưởng cụ thể như sau:


Nhân viên có 2 năm thâm niên làm việc tại công ty: 2,000,000vnd


Nhân viên có 3 năm thâm niên làm việc tại công ty: 4,000,000vnd


Nhân viên có 4 năm thâm niên làm việc tại công ty: 6,000,000vnd


Nhân viên có từ 5 năm thâm niên làm việc tại công ty: 10,000,000vnd






Được tham gia các Câu lạc bộ dưới sự tài trợ chính thức của Công ty: CLB Bóng đá, Cầu lông, các CLB Game, tham gia các bữa tiệc sinh nhật, team building hàng quý, hoạt động ngoại khóa của công ty …


Có cơ hội được onsite tại thị trường Nhật Bản.


Thời gian làm việc: từ thứ 2 đến thứ 6 từ 8h30 – 17h30 (Nghỉ thứ 7, CN). Thời gian làm việc thoải mái, không gò bó.


Môi trường làm việc chuyên nghiệp, cởi mở, thân thiện


Xét tăng lương theo năng lực và kết quả công việc: 2 lần/năm (T6 và T12)


Lương tháng 13


Cơ hội thăng tiến cao trong môi trường tăng trưởng liên tục


Du lịch 2 lần/năm


Chi tiết các chế độ khác và các mức trợ cấp chứng chỉ: https://bom.to/5vnZNw",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOEMzSVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--96f5b80c484203b62424d15864e1bc6c84af129f/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/LogoCompany.png
1cloudstar,1CLOUDSTAR,,Reviews,"District 3, Ho Chi Minh",Product,1-50,Singapore,Monday - Friday,No OT,"Based in Singapore with coverage across the region and beyond, 1CLOUDSTAR has been a trusted advisor around Cloud Migration, Cloud Consulting and Cloud Managed services.

1CLOUDSTAR is one of the most innovative Cloud Consulting and Managed Service providers in Asia. Since the explosion and adoption around Cloud Computing, 1CLOUDSTAR has delivered migration and consulting services to a range of Multi National and Enterprise organisations across Asia that are moving into the Cloud based environment whether it be public, hybrid or private.

The experience of 1CLOUDSTAR ranges from migrating traditional mainframe legacy systems such as Sun Sparc, VMS, through to Mobile Applications, Content Management systems and general IT &amp; Business applications.",,,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM0ZYRHc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--015b627d4ea6153b0f6649707d74ed5bbd2b5e92/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/1cloudstar-logo.png
ipfs,IPFS,,Reviews,"Binh Thanh, Ho Chi Minh",Product,1-50,Vietnam,Monday - Friday,Extra days off for OT,"We are looking for outstanding engineers to build a social trading platform. This is the first step in the process of building our ecosystem. It is a long process so we would like to welcome all of you with strong skills, dedication and enthusiasm.",,"Extra Salary: Bonus at the holiday, Tet 

Health care insurance by PVI and social insurance, PVI insurance for family members. Support to buy life insurance

Work from Monday to Friday 

Office food &amp; drink 

Dynamic, young, friendly, flexible environment 

Macbook is provided 

Company trip every year, party every month",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOHNzR3c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--946f2bdd969f046b52c47a42b53538a14b7271af/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/lg.png
nanosoft,Nanosoft,,1 Review,"Ha Noi, Ho Chi Minh",Product,51-150,Vietnam,Monday - Saturday,,"Công ty cổ phần công nghệ NANOSOFT được thành lập mong muốn trở thành ĐỐI TÁC TIN CẬY của tất cả các doanh nghiệp trong việc THIẾT KẾ, XÂY DỰNG và DUY TRÌ các hệ thống thống tin một cách hiệu quả nhất. Qua nhiều năm phát triển và lớn mạnh, công ty chúng tôi đã tạo lập được uy tín vững vàng trên thị trường. Nanosoft đã và đang trở thành cái tên quen thuộc của rất nhiều quý khách hàng.



Cung cấp các giải pháp phần mềm.


Tư vấn thiết kế và xây dựng các giải pháp phần mềm.


Tư vấn, sản xuất, triển khai,giám sát, thi công các hệ thống công nghệ thông tin.


Thiết kế website, dich vụ đăng ký tên miền trên trang web, lưu trữ thông tin, hosting.


Cung cấp các dịch vụ hệ thống thông tin cho thị trường nước ngoài.


Kinh doanh thương mại điện tử và Dịch vụ trực tuyến.


Tư vấn giám sát triển khai ứng dụng CNTT.",,"Chế độ lương hấp dẫn, thỏa đáng, sẽ xét theo năng lực và hiệu quả.


Thưởng % dự án, lương thưởng cuối năm, đánh giá hàng tháng để xét thu nhập bổ sung.


Xét tăng lương 1 năm 1 lần.


Thời gian làm việc từ thứ 2 đến trưa thứ 7 hàng tuần. Được nghỉ phép 12 ngày phép/ năm mà lương vẫn được nhận bình thường.


Được phụ cấp ăn trưa, các dịp lễ, tết.


Được cung cấp máy tính cấu hình cao cho bạn để bạn thỏa sức sáng tạo ý tưởng.


Du lịch hằng năm với các địa điểm hấp dẫn từ bắc vào nam và nước ngoài, được trải nghiệm cùng đồng đội qua những kỹ nghỉ thú vị.


Một điều mà chúng tôi tự hào là chúng tôi có một tập thể cực kỳ đoàn kết,  anh em coi nhau như ruột thịt, gắn kết như một gia đình.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeW95REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ccb5120a2e60fceaf776039d93cb269f08e78a02/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/nanosoft-logo.png
vuihoc-vn,Vuihoc.vn,,1 Review,"Thanh Xuan, Ha Noi",Product,151-300,Vietnam,Monday - Friday,No OT,"Vuihoc.vn
 là một trải nghiệm học tập tuyệt vời, cung cấp những khóa học online chất lượng cao cho học sinh tiểu học, THCS, THPT. Ra mắt từ tháng 5 năm 2019, với tốc độ phát triển cực kỳ mạnh mẽ, 
Vuihoc.vn
 đã nhanh chóng trở thành nền tảng giáo dục trực tuyến hàng đầu dành cho học sinh từ lớp 1 đến lớp 12. Với đội ngũ giáo viên hàng đầu và những chuyên gia trong lĩnh vực giáo dục và công nghệ, chúng tôi luôn tìm cách áp dụng những phương pháp giáo dục tiên tiến nhất trên thế giới vào chương trình học thực tế tại Việt Nam

Để phát triển và tiến xa hơn nữa trong tương lai, chúng tôi luôn tìm kiếm những bạn trẻ tài năng, nhiệt huyết trong lĩnh vực giáo dục và công nghệ. 
Vuihoc.vn
 cam kết sẽ đem đến cho nhân viên một trải nghiệm tuyệt vời, một môi trường làm việc văn minh và công bằng, là cơ hội để các bạn trẻ thể hiện tài năng và phát triển hơn nữa trong tương lai",,"Mức lương hấp dẫn, có nhiều chế độ phúc lợi startup về giáo dục


Thu nhập từ 10 triệu – 30 triệu/tháng, bao gồm lương và thưởng theo KPI công việc


Ký Hợp đồng lao động và các chế độ bảo hiểm theo luật lao động


Các hoạt động Teambuidling theo hàng tháng, hàng quý và cuối năm


Được hỗ trợ tham gia Hội thảo, Seminar các khóa đào tạo nâng cao kỹ năng bản thân theo yêu cầu công việc


Được làm việc trong công ty khởi nghiệp giáo dục tốc độ tăng trưởng rất nhanh hiện đang đứng TOP 3 thị trường, với môi trường trẻ trung, năng động khuyến khích sự sáng tạo",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN0MzRVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ba7dd8571c8e01afeacd1c741fcdc0003f7572af/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/vuihoc.png
couture-consulting-vietnam,Couture Consulting Vietnam,,Reviews,"Tan Binh, Ho Chi Minh",Outsourcing,1-50,Vietnam,Monday - Friday,No OT,"We work on Business Process Management (BPM), mobile, and integration projects for customers in the Banking and Financial Services and other industries. We are an IBM Business Partner and we work primarily with IBM tools, especially the IBM Business Process Manager Application suite.



We believe in providing great service to our customers and excellent opportunities for growth for our employees. We are a boutique firm with a singular focus on excellence. We love to be challenged and the satisfaction we get from producing results beyond what is expected by our clients.



Our mission is to help companies improve their operations and become more efficient, effective, and agile through intelligent modern workflow and business process solutions.",,"Premium healthcare package (PVI)




Public holiday and Annual leave are in accordance with the Vietnamese Labor Law




Opportunities for onsite work for international projects abroad




13th month salary




Performance Bonus




IBM Certificate fee




Company Trip




Birthday gift; year-end gift and party




Home office supporting package; Coffee and Snack in the office




Opportunity to work with international team",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBKzhvREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c9fcbc944b1ccb4f0a8370c66616d4907eb11a4a/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/couture-consulting-vietnam-logo.png
fds-software,FDS Software,,1 Review,"District 2, Ho Chi Minh",Outsourcing,1-50,Vietnam,Monday - Friday,No OT,"FDS là công ty có rất nhiều kinh nghiệm trong lĩnh vực tích hợp hệ thống mobile, blockchain, AI với các ứng dụng truyền thống. Khách hàng của FDS đến từ rất nhiều thị trường khác nhau như Đan Mạch, Singapore, Mỹ...
Chúng tôi là thành viên chính thức của NEM Australia và New Zealand blockchain ecosystem.  

Do nhu cầu mở rộng và phát triển nguồn nhân lực để đáp ứng các dự án có tính chuyên môn, chúng tôi đang tìm kiếm các ứng cử viên tài năng yêu thích làm việc trong các dự án sản phẩm Fintech và blockchain/IoT. 

Ứng viên được chọn vào đội ngũ FDS sẽ có rất nhiều cơ hội làm việc trong môi trường chuyên ngành, được giao lưu với các chuyên gia giỏi, thực tập, và huấn luyện ở nước ngoài. 

Mức lương và chính sách đãi ngộ sẽ rất cạnh tranh để bạn có thể yên tâm làm việc cùng FDS.","Bên cạnh các kỹ năng kỹ thuật, bạn sẽ có cơ hội tích luỹ các kinh nghiệm về quản lý và tự quản lý. Nhân viên sẽ học được nhiều điều từ chiến lược phát triển nghề nghiệp chuyên môn cho từng nhân viên của chúng tôi, và từ cách chúng tôi biến môi trường làm việc thành một tập thể mang tính cộng đồng, cùng nhau vượt khó khăn và thành công. Xuất phát điểm của chúng tôi là mong ước tự nhiên của từng cá nhân trong việc khẳng định bản thân, cạnh tranh với đồng nghiệp, và vươn lên trong cuộc sống.","Leader được đi training ở nước ngoài.


Bonus cho project team hoàn thành tốt công việc.


Được đào tạo về kỹ năng mềm và English.


Happy hours, birthday party, company trip.


Review lương 6 tháng 1 lần.


Employee được tích luỹ điểm thường đổi ra bonus cuối năm. Tiêu chí điểm thường rất rõ ràng.


Được làm trong các ngành công nghệ cao như AI, Blockchain, IoT, Fintech.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMmlQREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--fa2b2d460e68fa902c36aedc9354576a7c4101f0/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/fds-software-logo.png
devdirect-ltd,DevDirect Ltd.,,Reviews,"District 1, Ho Chi Minh",Outsourcing,1-50,"Korea, Republic of",Monday - Friday,No OT,"Having trouble finding developers at home? We can build you the development team for whatever needs you have.

WE solve business challenges with technology solutions by developing teams of product focused engineers that can scale to match your growth.

We have the resources to get you the hard working highly skilled engineering team you are looking for to take your company to the next level. Demand more from your developers and get the quality you deserve.

In Vietnam Side, We work directly with I-ON Communications who is establishing a division in Vietnam. It is not an outsourcing gig.",,"Benefits




Work onsite in Korea


Travel Opportunities to Korea


Competitive salary and 13th month bonus


Domestic Health Insurance


Free snacks and Beverages, Happy hour


Flexible working hours",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM29BRnc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--46c6c8f7a45602508915d4cf26936beee45d0b1a/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--0ee2142826455db8f2c2c0595c4fa369c30c09c8/DevDirect_CMYK-02%20-%20Hien.jpg
